Year,Dist Name,Crops,Area,Production,Irrigation,Precipitation,Temperature (MAX),Temperature (MIN)
2008,Lucknow,Wheat,4.442180557493629,2729.4,4.442180557493629,1.2717649552363686,29.677142857142854,14.674285714285713
2009,Lucknow,Wheat,4.4389975309335075,2731.27,4.4388794462666645,1.3194675094643074,31.09714285714286,15.289999999999996
2010,Lucknow,Wheat,4.450035689038101,2830.2,4.4499189007168,3.000790885744851,30.65,15.704285714285714
2011,Lucknow,Wheat,4.436514819957951,2717.3,4.436396441739405,1.9125010869241836,29.538571428571423,15.328571428571433
2012,Lucknow,Wheat,4.435448911169876,2871.93,4.4173937785111725,2.337538472257473,29.312857142857144,15.05
2013,Lucknow,Wheat,4.411099882159589,2972.1,4.407694381422459,2.4834770569784057,29.115714285714287,14.915714285714284
2014,Lucknow,Wheat,4.386018655943419,1821.86,4.405498990859024,3.2640676861692,28.58428571428572,14.484285714285717
2015,Lucknow,Wheat,4.3776420363560575,2242.85,4.4046439245392905,3.513590255084113,28.90142857142857,14.625714285714285
2016,Lucknow,Wheat,4.400848388914469,2842.0,4.404521712501253,2.9587718611381364,29.62686813186813,14.884285714285712
2017,Lucknow,Wheat,4.413888607822626,3263.0,4.417514427603435,3.5259402682535987,29.45528083028083,14.795978835978834
1990,Bareilly,Barley,0.6205764877251098,1151.16,0.22314355131420976,2.8086278685836015,27.545714285714286,13.698571428571428
1991,Bareilly,Barley,0.6729444732424258,1604.17,0.30748469974796055,2.6036416131697657,27.231428571428573,13.614285714285716
1992,Bareilly,Barley,0.6043159668533296,879.52,0.25464221837358075,2.75901487006977,27.197142857142858,13.611428571428572
1993,Bareilly,Barley,0.7323678937132266,1425.93,0.47000362924573563,3.2625919131703593,27.307142857142857,13.63
1994,Bareilly,Barley,0.5306282510621704,1814.29,0.29266961396282004,2.323087755320563,28.238571428571426,14.521428571428572
1995,Bareilly,Barley,0.47000362924573563,2083.33,0.2700271372130602,2.7579282087294796,27.167142857142856,13.854285714285712
1996,Bareilly,Barley,0.3576744442718159,2418.6,0.1823215567939546,2.3984146184345567,28.254285714285714,15.161428571428573
1997,Bareilly,Barley,0.34358970439007686,1756.1,0.1906203596086497,3.267720409325529,27.554285714285715,13.527142857142858
1998,Bareilly,Barley,0.29266961396282004,2411.76,0.19885085874516517,3.5600309571488964,26.218571428571423,13.532857142857145
1999,Bareilly,Barley,0.23901690047049992,1666.67,0.14842000511827322,3.9291048479091497,28.44,14.81
2000,Bareilly,Barley,0.20701416938432612,2260.87,0.12221763272424911,3.4765256973291168,28.48714285714286,14.441428571428572
2001,Bareilly,Barley,0.17395330712343798,2473.68,0.10436001532424286,1.8645230006111995,28.701428571428576,14.638571428571428
2002,Bareilly,Barley,0.17395330712343798,1789.47,0.10436001532424286,2.746446398611694,28.88142857142857,15.047142857142855
2003,Bareilly,Barley,0.12221763272424911,2615.38,0.0769610411361284,3.0496115072308942,28.462857142857143,14.7
2004,Bareilly,Barley,0.09531017980432493,2200.0,0.06765864847381486,2.4744954984876837,29.43714285714285,14.605714285714289
2005,Bareilly,Barley,0.06765864847381486,2285.71,0.04879016416943204,3.690770522060152,28.41571428571429,14.46714285714286
2006,Bareilly,Barley,0.04879016416943204,2000.0,0.02955880224154443,2.550895012254653,28.602857142857143,15.135714285714286
2007,Bareilly,Barley,0.03922071315328133,2250.0,0.03922071315328133,3.103625293998499,28.532857142857143,14.88
2008,Bareilly,Barley,0.03922071315328133,2250.0,0.03922071315328133,1.4337230546910014,28.42428571428571,14.51857142857143
2009,Bareilly,Barley,0.03922071315328133,2500.0,0.04879016416943204,1.4234525090868237,29.721428571428568,15.36857142857143
2010,Bareilly,Barley,0.06765864847381486,2571.43,0.01980262729617973,3.6495073009227625,29.61142857142857,15.238571428571428
2011,Bareilly,Barley,0.0769610411361284,2625.0,0.01980262729617973,2.6061756658403232,28.304285714285715,14.708571428571426
2012,Bareilly,Barley,0.02955880224154443,2666.67,0.03922071315328133,2.1664380376063623,27.85,14.847142857142856
2013,Bareilly,Barley,0.04879016416943204,2600.0,0.04879016416943204,3.0389285899969325,27.74142857142857,14.104285714285718
2014,Bareilly,Barley,0.04879016416943204,1800.0,0.01980262729617973,3.417726683613366,27.27285714285714,14.40857142857143
2015,Bareilly,Barley,0.03922071315328133,2500.0,0.13976194237515863,3.7632909516277464,27.73999999999999,14.48142857142857
2016,Bareilly,Barley,0.01980262729617973,2521.74,0.13976194237515863,1.7814686042092327,27.88,14.88521978021978
2017,Bareilly,Barley,0.04879016416943204,2851.06,0.16551443847757333,2.3609887629267288,27.78,14.460669515669514
1990,Allahabad,Barley,3.0281994636914926,1425.23,1.2499017362143359,2.4338639505652746,29.988571428571426,15.074285714285711
1991,Allahabad,Barley,2.8100049236252036,1353.62,0.9858167945227652,2.3741080943346224,30.07857142857143,14.985714285714284
1992,Allahabad,Barley,2.8390784635086144,1985.71,1.1052568313867783,1.9471338897750299,29.948571428571427,14.791428571428572
1993,Allahabad,Barley,2.67827804276854,1480.09,0.9162907318741551,2.280339484046726,29.69,15.088571428571427
1994,Allahabad,Barley,2.805176911832933,1889.89,0.9932517730102834,2.2445018819130214,30.434285714285718,15.178571428571429
1995,Allahabad,Barley,2.7638002162067017,1373.49,0.9400072584914712,2.4404819431282085,29.544285714285717,14.774285714285714
1996,Allahabad,Barley,2.7140322727797574,1448.55,0.9042181506398858,2.731952722326219,30.624285714285715,15.784285714285714
1997,Allahabad,Barley,2.719319793360441,1923.08,0.5653138090500605,2.8471493980301963,29.875714285714288,14.331428571428573
1998,Allahabad,Barley,2.810606789427302,1596.03,0.5538851132264376,2.655854243797945,29.17571428571428,15.08
1999,Allahabad,Barley,2.826721730819709,1734.42,0.6151856390902335,2.0911583453470572,31.167142857142856,15.618571428571428
2000,Allahabad,Barley,2.859339648648436,1381.16,0.6043159668533296,2.1728017696150816,30.610000000000003,15.874285714285715
2001,Allahabad,Barley,2.453587966530573,1565.38,0.47623417899637155,1.4309945400377975,30.99142857142857,15.358571428571429
2002,Allahabad,Barley,2.424802725718295,1254.37,0.41871033485818504,2.8150664880709777,31.294285714285717,15.885714285714286
2003,Allahabad,Barley,2.3758355547336385,1463.11,0.44468582126144574,3.06931459737475,31.012857142857147,15.481428571428571
2004,Allahabad,Barley,2.2607208888953467,1222.35,0.371563556432483,1.92216096884365,31.45571428571429,15.691428571428572
2005,Allahabad,Barley,2.2300144001592104,1104.82,0.37843643572024505,2.2651798736911775,30.44142857142857,16.154285714285713
2006,Allahabad,Barley,2.1815467646169897,1493.64,0.3987761199573678,2.528581713290662,30.80428571428572,15.36285714285714
2007,Allahabad,Barley,2.1713368063840917,981.98,0.35065687161316933,2.6083877065590215,30.484285714285715,15.661428571428573
2008,Allahabad,Barley,2.162172939277301,901.17,0.371563556432483,1.2717649552363688,30.52142857142857,15.817142857142857
2009,Allahabad,Barley,2.149433913499871,1341.69,0.412109650826833,0.9900721200929037,32.098571428571425,16.117142857142856
2010,Allahabad,Barley,2.1174596088673567,1803.01,0.41871033485818504,2.247223383441575,31.55,15.575714285714286
2011,Allahabad,Barley,1.9050881545350582,1895.1,0.41871033485818504,1.4095922733447126,30.44142857142857,16.04285714285714
2012,Allahabad,Barley,2.1701959049483,2755.15,0.4382549309311553,2.322107569006701,30.43285714285715,15.437142857142858
2013,Allahabad,Barley,2.010894999144726,3350.85,0.4252677354043441,2.229246055903201,30.33857142857143,14.781428571428572
2014,Allahabad,Barley,2.355177543113216,1213.84,0.37843643572024505,3.165053018170694,29.65428571428572,14.821428571428571
2015,Allahabad,Barley,0.9783261227936078,1831.33,0.12221763272424911,3.063924824870173,29.641428571428573,14.785714285714286
2016,Allahabad,Barley,2.0744289998562917,2893.68,0.12221763272424911,2.1924512985835616,30.01254,15.460494505494507
2017,Allahabad,Barley,1.7011051009599243,2649.41,0.11332868530700327,1.8421356765531218,29.86,15.370970695970698
1990,Varanasi,Barley,1.463255402256019,1421.69,0.7227059828014898,2.4469739956193504,29.69714285714286,15.6
1991,Varanasi,Barley,1.5851452198650557,1417.53,0.7701082216960737,2.505059355855478,30.027142857142856,15.518571428571429
1992,Varanasi,Barley,1.4701758451005926,1298.51,0.6418538861723947,1.8868531753872007,29.898571428571422,15.16142857142857
1993,Varanasi,Barley,1.2864740258376797,1377.86,0.6205764877251098,2.15772446007388,29.62,15.422857142857142
1994,Varanasi,Barley,1.4279160358107101,1356.47,0.6151856390902335,2.5079719227189963,30.29142857142857,15.681428571428572
1995,Varanasi,Barley,1.4586150226995167,1303.03,0.4885800148186709,2.537770139345068,29.64428571428572,15.295714285714284
1996,Varanasi,Barley,1.0750024230289759,1637.31,0.3220834991691132,2.7016488034245647,30.525714285714287,16.075714285714287
1997,Varanasi,Barley,0.9669838461896731,1331.29,0.03922071315328133,2.9044781425652983,29.798571428571428,14.932857142857143
1998,Varanasi,Barley,0.8712933659434192,1215.83,0.02955880224154443,2.5384474167160302,29.22,15.47857142857143
1999,Varanasi,Barley,0.9858167945227652,1648.81,0.058268908123975824,2.3573438044531727,31.27285714285714,16.285714285714285
2000,Varanasi,Barley,0.9321640810304452,1266.23,0.0769610411361284,2.1417454250159906,30.224285714285717,16.557142857142857
2001,Varanasi,Barley,1.0402767116551463,1584.7,0.10436001532424286,1.5566397268671295,30.94857142857143,15.868571428571428
2002,Varanasi,Barley,0.9858167945227652,1511.9,0.08617769624105241,2.75019703192488,31.168571428571425,16.405714285714286
2003,Varanasi,Barley,1.0681530811834012,1335.08,0.0769610411361284,3.01777329014515,30.822857142857146,15.917142857142856
2004,Varanasi,Barley,1.1631508098056809,1254.55,0.13976194237515863,2.270504542387561,31.238571428571426,16.34
2005,Varanasi,Barley,1.007957920399979,1517.24,0.0769610411361284,2.4312295640451733,30.435714285714287,16.678571428571427
2006,Varanasi,Barley,0.9895411936137477,1745.56,0.1310282624064042,2.473050933411631,30.90571428571429,15.934285714285716
2007,Varanasi,Barley,0.9593502213346021,1732.92,0.0769610411361284,2.523440313790243,30.528571428571432,16.23142857142857
2008,Varanasi,Barley,0.9122827104766164,1845.64,0.09531017980432493,1.759826422125046,30.53142857142857,16.421428571428574
2009,Varanasi,Barley,1.0260415958332743,1608.94,0.11332868530700327,1.039771788645176,31.95,16.62
2010,Varanasi,Barley,1.0043016091968684,1786.13,0.1823215567939546,2.170685022101607,31.60857142857143,16.162857142857142
2011,Varanasi,Barley,1.0508216248317612,2166.67,0.1823215567939546,1.6990174175294401,30.50428571428572,16.55
2012,Varanasi,Barley,1.0508216248317612,1698.92,0.1823215567939546,2.5624186854832227,30.398571428571422,15.968571428571428
2013,Varanasi,Barley,0.8020015854720274,1943.09,0.1823215567939546,2.0559535603726222,30.31428571428572,15.162857142857144
2014,Varanasi,Barley,0.4885800148186709,1682.54,0.1823215567939546,3.1991977612422167,29.527142857142856,15.458571428571428
2015,Varanasi,Barley,0.8586616190375188,1566.18,0.058268908123975824,2.7544793035137123,29.185714285714283,15.29142857142857
2016,Varanasi,Barley,0.9745596399981308,2132.41,0.058268908123975824,2.431731887300744,30.85721,15.707472527472529
2017,Varanasi,Barley,0.6729444732424258,1929.53,0.02955880224154443,1.9923652275168984,30.12458,15.878848188848186
1990,Lucknow,Barley,1.1019400787607843,1358.21,0.41871033485818504,2.613739521630969,28.930000000000003,13.698571428571428
1991,Lucknow,Barley,1.0681530811834012,1256.54,0.5128236264286637,2.569444732610414,28.799999999999997,14.27
1992,Lucknow,Barley,1.0260415958332743,1162.01,0.36464311358790924,2.432861192897896,28.690000000000005,13.921428571428573
1993,Lucknow,Barley,0.9593502213346021,1409.94,0.3987761199573678,2.824096279385713,28.60428571428572,14.321428571428571
1994,Lucknow,Barley,0.9400072584914712,1576.92,0.371563556432483,2.234000301496434,29.455714285714286,14.179999999999998
1995,Lucknow,Barley,0.8919980393051105,1381.94,0.3220834991691132,2.6094393419488218,28.47428571428572,14.70142857142857
1996,Lucknow,Barley,0.8109302162163288,1864.0,0.30748469974796055,2.6181254935742233,29.544285714285717,14.504285714285714
1997,Lucknow,Barley,0.9001613499442714,1561.64,0.26236426446749106,3.3670494942295934,28.90142857142857,14.794285714285715
1998,Lucknow,Barley,0.8415671856782188,1681.82,0.2700271372130602,3.198381529853616,27.795714285714286,14.215714285714284
1999,Lucknow,Barley,0.7701082216960737,1612.07,0.19885085874516517,2.99558940620608,29.947142857142858,14.517142857142858
2000,Lucknow,Barley,0.7275486072772779,1700.93,0.2151113796169455,3.095577608523707,29.728571428571428,15.215714285714286
2001,Lucknow,Barley,0.6626879730752367,1648.94,0.23901690047049992,1.5331737712639133,29.987142857142853,15.002857142857144
2002,Lucknow,Barley,0.5766133643039938,1730.77,0.23111172096338664,3.121798370067242,30.214285714285715,15.1
2003,Lucknow,Barley,0.5187937934151676,1852.94,0.22314355131420976,3.360623372264064,29.86571428571429,15.315714285714288
2004,Lucknow,Barley,0.47000362924573563,1600.0,0.2151113796169455,2.196748273445338,30.697142857142858,14.724285714285712
2005,Lucknow,Barley,0.3364722366212129,1525.0,0.13976194237515863,2.854415551706819,29.65571428571428,15.088571428571427
2006,Lucknow,Barley,0.29266961396282004,1617.65,0.13976194237515863,2.7017446485389334,29.84142857142857,14.962857142857144
2007,Lucknow,Barley,0.23111172096338664,1923.08,0.10436001532424286,2.68969224405298,29.65571428571429,16.0
2008,Lucknow,Barley,0.2151113796169455,1958.33,0.11332868530700327,1.2717649552363686,29.677142857142854,14.674285714285713
2009,Lucknow,Barley,0.23111172096338664,1384.62,0.08617769624105241,1.3194675094643074,31.09714285714286,15.289999999999996
2010,Lucknow,Barley,0.2151113796169455,1666.67,0.10436001532424286,3.000790885744851,30.65,15.704285714285714
2011,Lucknow,Barley,0.17395330712343798,2315.79,0.0769610411361284,1.9125010869241836,29.538571428571423,15.328571428571433
2012,Lucknow,Barley,0.1310282624064042,1928.57,0.06765864847381486,2.337538472257473,29.312857142857144,15.05
2013,Lucknow,Barley,0.13976194237515863,2533.33,0.04879016416943204,2.4834770569784057,29.115714285714287,14.915714285714284
2014,Lucknow,Barley,0.11332868530700327,1333.33,0.058268908123975824,3.2640676861692,28.58428571428572,14.484285714285717
2015,Lucknow,Barley,0.08617769624105241,888.89,0.03922071315328133,3.513590255084113,28.90142857142857,14.625714285714285
2016,Lucknow,Barley,0.12221763272424911,2736.0,0.03922071315328133,2.9587718611381364,29.62686813186813,14.884285714285712
2017,Lucknow,Barley,0.19885085874516517,2624.43,0.0769610411361284,3.5259402682535987,29.45528083028083,14.795978835978834
1990,Bareilly,Chickpea,1.8547342683894434,864.56,0.3920420877760237,2.8086278685836015,27.545714285714286,13.698571428571428
1991,Bareilly,Chickpea,1.5432981099295553,698.37,0.27763173659827955,2.6036416131697657,27.231428571428573,13.614285714285716
1992,Bareilly,Chickpea,1.3270750014599193,537.91,0.19885085874516517,2.75901487006977,27.197142857142858,13.611428571428572
1993,Bareilly,Chickpea,1.1346227261911428,1184.83,0.16551443847757333,3.2625919131703593,27.307142857142857,13.63
1994,Bareilly,Chickpea,0.9858167945227652,863.1,0.14842000511827322,2.323087755320563,28.238571428571426,14.521428571428572
1995,Bareilly,Chickpea,0.85015092936961,619.4,0.11332868530700327,2.7579282087294796,27.167142857142856,13.854285714285712
1996,Bareilly,Chickpea,0.5481214085096876,602.74,0.04879016416943204,2.3984146184345567,28.254285714285714,15.161428571428573
1997,Bareilly,Chickpea,0.30010459245033816,628.57,0.01980262729617973,3.267720409325529,27.554285714285715,13.527142857142858
1998,Bareilly,Chickpea,0.23111172096338664,884.62,0.009950330853168092,3.5600309571488964,26.218571428571423,13.532857142857145
1999,Bareilly,Chickpea,0.1823215567939546,900.0,0.009950330853168092,3.9291048479091497,28.44,14.81
